objectnummer,titel,map_ready_termen,regio
NG-2009-132-33,"De heer Gonggrijp, werknemer van de Lawaspoorlijn",Suriname (Zuid-Amerika),suriname
NG-2009-132-34,"Gezelschap bij rivier, Suriname",Suriname (Zuid-Amerika),suriname
NG-2009-132-35,"Tante Jacqueline Wesenhagen met Wilhelm en Frieda Wesenhagen, kinderen van Jacob Evert Wesenhagen",Suriname (Zuid-Amerika),suriname
NG-2009-132-37,Aanleg spoorweg Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-132-39,Uitstapje met de boot,Suriname (Zuid-Amerika),suriname
NG-2009-132-40,Jacob Evert Wesenhagen in zijn dienstwoning,Suriname (Zuid-Amerika),suriname
NG-2009-132-43,Kamp van werklieden aan Lawaspoorlijn,Suriname (Zuid-Amerika),suriname
NG-2009-132-42,Opzichter Overloon aan de Sarakreek,Suriname (Zuid-Amerika),suriname
NG-2009-132-44,Stroomversnelling in een kreek,Suriname (Zuid-Amerika),suriname
NG-2009-132-47,"Rivier met boot, Suriname",Suriname (Zuid-Amerika),suriname
NG-2009-133-2,Spooraanleg - Kamp Lemmetje. km 162,Suriname (Zuid-Amerika),suriname
NG-2009-133-5,Sikakamp bij de aanleg van de spoorlijn,Suriname (Zuid-Amerika),suriname
NG-2009-130-17,Verkleed gezelschap in een zaal,Suriname (Zuid-Amerika),suriname
NG-2009-130-19,Feest aan boord van een schip,Suriname (Zuid-Amerika),suriname
NG-2009-130-20,Koetsje met paard in Paramaribo,Paramaribo (stad),suriname
NG-2009-130-21,"Gezelschap op een plantage, met links Maria Gonggrijp",Suriname (Zuid-Amerika),suriname
NG-2009-130-23,Mannengezelschap poseert tussen de palmen,Suriname (Zuid-Amerika),suriname
NG-2009-130-24,Gezelschap aan boord van een bananenboot,Suriname (Zuid-Amerika),suriname
NG-2009-130-25,Andries Boom en wetenschapper Constant J.J. van Hall aan tafel met Willem de knecht,Suriname (Zuid-Amerika),suriname
NG-2009-130-27,"Feestelijk gezelschap in Suriname, onder wie Maria Gonggrijp (""Poppie"")",Suriname (Zuid-Amerika),suriname
NG-2009-130-29,Constant van Hall en zijn vrouw,Suriname (Zuid-Amerika),suriname
NG-2009-130-30,Maria Gonggrijp met gezelschap in een nederzetting in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-130-31,Feestelijk gezelschap,Suriname (Zuid-Amerika),suriname
NG-2009-130-33,Portret van Justus Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-130-34,Echtpaar Justus Gonggrijp en Anna Rühmann-Gonggrijp op plantage Clevia,Suriname (Zuid-Amerika),suriname
NG-2009-130-35,Echtpaar Justus Gonggrijp en Anna Rühmann-Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-45-31,"Zwarte Dinsdag in Paramaribo, 7 februari 1933",Paramaribo (stad),suriname
NG-2009-37-9,Doortje Brouwers op plantage Rust en Werk,Suriname (Zuid-Amerika),suriname
NG-2009-37-12,Het echtpaar Brouwers met vrienden in een hut,Suriname (Zuid-Amerika),suriname
NG-2009-37-25,Bananenbomen,Suriname (Zuid-Amerika),suriname
NG-2009-131-1,Krakkebrug - Sectie M.,Suriname (Zuid-Amerika),suriname
NG-2009-131-2,Krakkebrug,Suriname (Zuid-Amerika),suriname
NG-2009-131-3,"Politiepost ""Mindrineti""",Suriname (Zuid-Amerika),suriname
NG-2009-131-9,Sectie T Kamp Geneesheer,Suriname (Zuid-Amerika),suriname
NG-2009-131-11,Kamp geneesheer Sectie N (Kamp H.I.),Suriname (Zuid-Amerika),suriname
NG-2009-131-12,Sectie S - Directiekeet met bijgebouwen,Suriname (Zuid-Amerika),suriname
NG-2009-131-14,Sectie S - Directiekeet (binnenkamer),Suriname (Zuid-Amerika),suriname
NG-2009-131-15,Sectie S - piket 50,Suriname (Zuid-Amerika),suriname
NG-2009-131-16,Sectie S - piket 58 arbeiders bezig zand te graven,Suriname (Zuid-Amerika),suriname
NG-2009-131-17,Kamp langs Lawaspoorlijn,Suriname (Zuid-Amerika),suriname
NG-2009-131-18,Brug Wittewaterkreek,Suriname (Zuid-Amerika),suriname
NG-2009-131-20,Sectie S - bosch bij piket 90,Suriname (Zuid-Amerika),suriname
NG-2009-131-21,Afspuiten van den Mäabo-berg,Suriname (Zuid-Amerika),suriname
NG-2009-131-22,"Sectie T. Hijwerk, brug Wittewaterkreek",Suriname (Zuid-Amerika),suriname
NG-2009-131-25,Rivierlandschap,Suriname (Zuid-Amerika),suriname
NG-2009-131-26,Sectie M - woning chef,Suriname (Zuid-Amerika),suriname
NG-2009-131-27,Kamp geneesheer Sectie W - Kamp T - K.M. 100,Suriname (Zuid-Amerika),suriname
NG-2009-131-28,Brugbouw Wittewaterkreek - K.M. 100,Suriname (Zuid-Amerika),suriname
NG-2009-131-23,Gugana goud placer / arbeiders aan het graven,Suriname (Zuid-Amerika),suriname
NG-2009-131-24,Opzichterswoning / Brugbouw Wittewaterkreek,Suriname (Zuid-Amerika),suriname
NG-2009-131-29,Trein bij stationnetje,Suriname (Zuid-Amerika),suriname
NG-2009-131-30,Bocht in het spoor,Suriname (Zuid-Amerika),suriname
NG-2009-131-32,"Baan bij K.M. 100 - richting ""de Jong"" (Z.)",Suriname (Zuid-Amerika),suriname
NG-2009-131-37,"Woning (muskietenvrij) van de Ingenieurs en geneesheer van de K.S. te ""Kabelstation"" Noord",Suriname (Zuid-Amerika),suriname
NG-2009-131-38,"Muskietenvrije woning op ""Sikakamp""",Suriname (Zuid-Amerika),suriname
NG-2009-131-39,Kabeltoren Noord,Suriname (Zuid-Amerika),suriname
NG-2009-131-40,Kabeltoren Zuid,Suriname (Zuid-Amerika),suriname
NG-2009-131-41,De kabelbrug in zijn geheel,Suriname (Zuid-Amerika),suriname
NG-2009-131-42,Rotsblokken in de Surinamerivier bij Kabelstation (zuid-toren),Suriname (Zuid-Amerika),suriname
NG-2009-131-43,Sikakamp - gezien van Paramaribo naar Dam,Suriname (Zuid-Amerika),suriname
NG-2009-131-44,Sikakamp gezien van Dam naar Paramaribo,Suriname (Zuid-Amerika),suriname
NG-2009-131-45,Kamp Lemmetje,Suriname (Zuid-Amerika),suriname
NG-2009-131-46,Kamp Gégé,Suriname (Zuid-Amerika),suriname
NG-2009-131-47,Kabelstation Noord van uit den toren gezien (Noord-toren),Suriname (Zuid-Amerika),suriname
NG-2009-131-48,Panorama van uit den Noord-toren (bergen in de verte),Suriname (Zuid-Amerika),suriname
NG-2009-131-52,Spooraanleg - Baan van Dam uit richting Paramaribo,Suriname (Zuid-Amerika),suriname
NG-2009-137-1,Werklozendemonstratie in Paramaribo in 1931,Paramaribo (stad),suriname
NG-2009-137-2,Theodoor Brouwers,Suriname (Zuid-Amerika),suriname
NG-2009-140-1,Wisselbrief ‘Opheffing der slavernij’,Suriname (Zuid-Amerika),suriname
NG-2009-141-2,Portret van een vrouw in koto,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-141-3,"Opening van de Lawaspoorweg in Paramaribo, 1905",Paramaribo (stad),suriname
NG-2009-141-4,Eerste trein in Paramaribo,Paramaribo (stad),suriname
NG-2009-141-5,Aanleg van gasbuizen in Paramaribo,Paramaribo (stad),suriname
NG-2009-141-6,Gonggrijpstraat in Paramaribo,Paramaribo (stad),suriname
NG-2009-141-7,Feest ter gelegenheid van de spoorlijn,Paramaribo (stad),suriname
NG-2009-141-8,Straatbeeld in Paramaribo,Paramaribo (stad),suriname
NG-2009-141-9,Brug bij de Gonggrijpstraat in Paramaribo,Paramaribo (stad),suriname
NG-2009-93-1-1,Vlot op een rivier in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-1-2,Dorpelingen op een kano op een rivier in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-1-3,Kano's op een rivier in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-1-4,Rivier in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-2-1,Dorpelingen in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-2-2,Rivier in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-2-3,Rivierboot en kano op een rivier in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-3-4,Op bezoek in een dorp in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-4-1,Groep Javaanse mannen in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-4-2,Groep Javaanse vrouwen in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-4-3,Bijeenkomst van een groep Surinamers,Suriname (Zuid-Amerika),suriname
NG-2009-93-4-4,Staande Javaanse vrouw,Suriname (Zuid-Amerika),suriname
NG-2009-93-5-1,Treinstation in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-5-2,Brug in aanbouw in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-6-1,Bouwwerkzaamheden in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-93-7-1,"Groepsfoto van Nederlanders in Suriname, staande op een balkon",Suriname (Zuid-Amerika),suriname
NG-2009-93-8-1,Feestelijke bijeenkomst met Nederlanders en Surinamers,Suriname (Zuid-Amerika),suriname
NG-2009-93-9-1,Feestelijke bijeenkomst met Nederlanders en Surinamers,Suriname (Zuid-Amerika),suriname
NG-2009-93-9-2,Edith Jetten voert een hertje,Suriname (Zuid-Amerika),suriname
NG-2009-93-9-4,Edith Jetten met een parasol in een boot,Suriname (Zuid-Amerika),suriname
NG-2009-93-10-1,Bruiloft,Suriname (Zuid-Amerika),suriname
NG-2009-93-11-1,Bruiloft,Suriname (Zuid-Amerika),suriname
NG-2009-93-13-1,Echtpaar Jetten op een rivierboot,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-93-16-1,Groep Nederlanders op bezoek in een dorp,Suriname (Zuid-Amerika),suriname
NG-2009-93-16-2,Dansende Marron vrouwen,Suriname (Zuid-Amerika),suriname
NG-2009-93-16-3,Groep Nederlanders op bezoek in een dorp van Marrons,Suriname (Zuid-Amerika),suriname
NG-2009-93-17-1,Zogend kind,Suriname (Zuid-Amerika),suriname
NG-2010-4,Diorama van een Caraïbenkamp,Suriname (Zuid-Amerika),suriname
NG-2010-5,Leesles in de Oranjeschool in Paramaribo,Paramaribo (stad),suriname
NG-2009-131-19,Kamp de Jong / Brugbouw bij de Wittewaterkreek,Suriname (Zuid-Amerika),suriname
NG-2010-36-2,Bijeenkomst in Paramaribo,Paramaribo (stad),suriname
NG-2010-36-3,Bruiloft te Paramaribo,Paramaribo (stad),suriname
NG-2010-36-4,Bruiloft te Paramaribo,Paramaribo (stad),suriname
NG-2010-36-5,Koninginnedag,Paramaribo (stad),suriname
NG-2010-36-6,Koninginnedag,Suriname (Zuid-Amerika),suriname
NG-2010-36-7,Koninginnedag,Paramaribo (stad),suriname
NG-2010-36-8,Koninginnedag,Paramaribo (stad),suriname
NG-2010-36-9,Koninginnedag,Paramaribo (stad),suriname
NG-2010-36-10,Op Koninginnedag. Op weg naar het feestterrein,Paramaribo (stad),suriname
NG-2010-36-11,Muziekorkest Gewapende Politie Suriname,Suriname (Zuid-Amerika),suriname
NG-2010-36-12,Groep brandweer- of politiemannen,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-1-1,Oerwoud,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-1-2,Dorpelingen,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-2-1,Goudzoekers,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-2-2,Gezicht in het bos,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-3-1,Kapsel van een Marronmeisje,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-9-1,In het oerbosch,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-9-4,Meetkamp in oerbosch,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-10-1,In het oerbosch,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-10-4,Meetkamp in oerbosch,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-11-2,Woudreuzen in het Maboegoesoedal,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-11-4,Oerwoud,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-11-1,Meetkamp met muskietentent aan de Saramaccakreek,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-12-2,Woudreuzen in het Maboegoesoedal,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-12-4,Oerwoud,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-12-1,Meetkamp met muskietentent aan de Saramaccakreek,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-13-1,Maboegoesoe,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-13-2,Vrouw Koejaké met matapi,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-13-3,Kreekbegroeiing,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-14-1,Maboegoesoe,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-14-2,Vrouw Koejaké met matapi,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-14-3,Kreekbegroeiing,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-16-1,Meetkamp,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-16-2,Brownsweg,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-16-3,Stroomversnelling in de Mindrineti,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-16-4,"De ""Kortenaer"" vóór Paramaribo",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-1-15-1,Meetkamp,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-15-2,Brownsweg,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-15-3,Stroomversnelling in de Mindrineti,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-15-4,"De ""Kortenaer"" vóór Paramaribo",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-1-18-1,Meetlijn bij de Witwatra,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-18-2,Meetlijn bij de Witwatra,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-22-2,Verlengde Gonggrijpstraat,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-21-2,Verlengde Gonggrijpstraat,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-32-3,"De ""Kortenaer"" vóór Paramaribo",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-1-38-1,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-38-2,Marron,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-37-1,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-37-2,Marron,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-49-1,Meetkamp met muskietentent aan de Saramaccakreek,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-49-2,Meetkamp in oerbosch,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-49-3,In het oerbosch,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-49-6,Verlengde Gonggrijpstraat,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-50-1,Huis van een moslim,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-50-4,Straat met huizen,Suriname (Zuid-Amerika),suriname
NG-1994-65-1-50-5,Oerwoud,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-1-3,Bomen in het oerwoud,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-1-4,Pad door het bos,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-1-6,Doorgang door het woud,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-2-2,Menigte op straat,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-2-5,Hut in het bos,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-4-2,Afro-Surinaams meisje bij stuiverskerkhof,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-2-4-3,Buitenwijk van Paramaribo,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-2-3-2,Afro-Surinaams meisje bij stuiverskerkhof,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-2-3-3,Buitenwijk van Paramaribo,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-2-10-1,Koninginnedag,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-2-10-2,De Kortenaer op Koninginnedag,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-2-9-1,Koninginnedag,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-2-9-2,De Kortenaer op Koninginnedag,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-2-12-1,Kreek,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-11-1,Kreek,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-16-1,Poelepantje,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-16-2,Baggermolen bij Saron,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-15-1,Poelepantje,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-15-2,Baggermolen bij Saron,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-24-1,Bacovenboot,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-23-1,Bacovenboot,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-28-1,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-28-2,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-27-1,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-27-2,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-30-1,Awarra-laan bij Saron,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-29-1,Awarra-laan bij Saron,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-42-1,"Waterstraat, Paramaribo",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-2-42-3,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-41-1,"Waterstraat, Paramaribo",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-2-41-3,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-49-1,Huizen in een dorp,Suriname (Zuid-Amerika),suriname
NG-1994-65-2-49-2,Anton met Arowakken en Marrons,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-1-2,Reservoir in hospitaal,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-1-4,Straat te Paramaribo,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-4-3,Buitenwijk te Paramaribo,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-3-3,Buitenwijk te Paramaribo,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-6-1,Lunch in het oerbosch,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-6-3,Oerbosch,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-5-1,Lunch in het oerbosch,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-5-3,Oerbosch,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-18-3,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-17-3,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-20-1,"Stuiverskerkhof, Paramaribo",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-20-2,Badhuis bij Gouverneurskamp,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-19-1,"Stuiverskerkhof, Paramaribo",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-19-2,Badhuis bij Gouverneurskamp,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-22-1,De heer Moellaert,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-22-2,Ninne met kind,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-23-1,"Het immigrantendepot, het centrale verzamelpunt voor contractarbeiders te Paramaribo",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-23-2,Vrouw Koejaké,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-23-4,Rots in Mindrineti,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-23-5,Bij vrouw Koejaké,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-24-1,"Het immigrantendepot, het centrale verzamelpunt voor contractarbeiders te Paramaribo",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-25-5,Stroomversnelling in de Mindrineti,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-27-2,Pad voor houtvervoer,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-27-4,Op de Mindrineti,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-28,Portret van een jong bruidspaar,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-29,Bouwdepartement,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-30,Machinehal,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-31,Javanen,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-32,Tadja-feest,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-33,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-34,Marrons,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-37-1,Marron met albinisme,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-38-1,Opzichter Nijssen duikend,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-38-2,Tentboot in Havelaarsluis,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-39-1,Marron met albinisme,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-39-2,Opzichter Nijssen gaat duiken in Havelaarsluis,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-40-1,Hospitaal en kampen te Fosibergi,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-40-3,Grondvervoer te Fosibergi,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-44-1,Gebouwen op placer de Jong,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-44-3,Communicatie,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-44-4,Aan het einde van den Grooten Combéweg,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-43-1,Gebouwen op placer de Jong,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-43-3,Communicatie,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-43-4,Aan het einde van den Grooten Combéweg,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-46-4,Waar de tijger werd gezien,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-45-4,Waar de tijger werd gezien,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-48-3,Reservoir in hospitaal,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-48-4,Aan het einde van den Grooten Combé,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-47-3,Reservoir in hospitaal,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-47-4,Aan het einde van den Grooten Combé,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-49-1,Groepje gehurkte mannen,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-49-2,Immigrantendepot aan de Sommeldijksche kreek,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-49-4,Hindostaanse contractarbeiders,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-3-49-5,Oerwoud,Suriname (Zuid-Amerika),suriname
NG-1994-65-3-49-6,Heiligenweg,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-4-1-1,Bouw van een brug,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-2-1,Stroomversnelling in de Mindrineti,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-2-2,Struikgewas,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-5-4,Groepsportret van zittende vrouwen,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-9-1,"Passagiers, slapend op het dek eener boot der K.V.",Suriname (Zuid-Amerika),suriname
NG-1994-65-4-11-1,Hindostaanse contractarbeiders in het immigrantendepot,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-4-14-3,G. van Dien Jr. bij gekapten kankantrie,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-18-1,Baggermolen bij Saron,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-18-2,Baggermolen bij Saron,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-19-1,"Paramaribo, gezien van gasfabriek",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-4-19-2,Plantagetrens,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-20-1,"Paramaribo, gezien van gasfabriek",Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-4-20-2,Plantagetrens,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-26-2,Suikerrietveld,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-25-2,Suikerrietveld,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-32-1,Emmaschool,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-4-32-2,Emmaschool,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-4-31-1,Emmaschool,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-4-31-2,Emmaschool,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-4-34-1,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-34-2,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-33-1,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-33-2,Surinaamse Caraïben,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-36-2,Surinaamse Caraïben op het erf van Tubbergen en Daam,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-35-2,Surinaamse Caraïben op het erf van Tubbergen en Daam,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-40-2,Groepsportret,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-39-2,Groepsportret,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-42-1,Groepsportret,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-42-2,Arbeiders in fabriek,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-41-1,Groepsportret,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-41-2,Bamboestruiken,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-45-1,Huis van een moslim,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-46-1,Huis van een moslim,Suriname (Zuid-Amerika),suriname
NG-1994-65-4-47-1,Gouverneurskamp in verval,Suriname (Zuid-Amerika),suriname
