objectnummer,titel,geografisch_trefwoord,qid
RP-T-1994-281-22,"Slavenvertrekken op de plantage Prosperité$Achtergebouwen op plant. Prosperité$De achtergebouwen op Pl. Prosperité 1851$Album met tekeningen van Suriname, p.30 (50)",Suriname (Zuid-Amerika)$Plantage Prosperité,
RP-T-1994-281-23,"Gezicht op plantage Visserszorg$Plant. Visserszorg$Album met tekeningen van Suriname, p.31 (50)",Suriname (Zuid-Amerika)$Plantage Visserszorg,
RP-T-1994-281-24,"De sluis van plantage Ellen aan de Commewijne rivier$De sluis op plant. Ellen Oct 2/52$Album met tekeningen van Suriname, p.32 (50)",Suriname (Zuid-Amerika)$Plantage Eelen sluis,
RP-T-1994-281-25,"Oude man met stok en hoed$Oude neger in stille admiratie$Album met tekeningen van Suriname, p.33 (50)",Suriname (Zuid-Amerika),
RP-T-1994-281-26,"Tot slaaf gemaakte vrouw op weg naar de kerk$Een slavin op weg naar de kerk$Esclave allant à l'Eglise$Album met tekeningen van Suriname, p.34 (50)",Suriname (Zuid-Amerika),
RP-T-1994-281-27,"Tot slaaf gemaakte vrouw danst de banja$Een slavin danst de banja$Esclave dansant le Banja$Album met tekeningen van Suriname, p.38 (50)",Suriname (Zuid-Amerika),
RP-T-1994-281-28,"Jonge vrouw in koto misi$Ménagère (Cotto-missie)$Album met tekeningen van Suriname, p.39 (50)",Suriname (Zuid-Amerika),
RP-T-1994-281-29,"Tot slaaf gemaakte jongen met een grote stengel suikerriet$Jongen met grote stengel suikerriet$Zwarte man in locale kleding$Album met tekeningen van Suriname, p.40 (50)",Suriname (Zuid-Amerika),
RP-T-1994-281-30,"Een echtpaar en een jonge vrouw$Europese man en twee Europese vrouwen$Album met tekeningen van Suriname, p.41 (50)",Suriname (Zuid-Amerika),
RP-T-1994-281-31(R),"Vrouw in koto misi$Negervrouw in locale kleding$Album met tekeningen van Suriname, p.42(r) (50)",Suriname (Zuid-Amerika),
RP-T-1994-281-31(V),"Figuurstudies$Album met tekeningen van Suriname, p.42 (v) (50)",,
RP-T-1994-281-32,"Portret van Affie Anna Terzol, een tot slaaf gemaakt meisje$Portret van Affie$Affie Dec 59$Negerkind in locale kleding$Album met tekeningen van Suriname, p.43 (50)",Suriname (Zuid-Amerika),
RP-T-1994-281-33,"Man met kar met bananen$Zwarte man met ezelwagen$Album met tekeningen van Suriname, p.44 (50)",Suriname (Zuid-Amerika),
RP-T-1994-281-34,"Vrouw in koto misi met zakdoek$Vrouw in Europees-locale kleding$Album met tekeningen van Suriname, p.45 (50)",,
RP-T-1994-281-35,"Vrouw in koto misi$Negerin in Europees-locale kleding$Album met tekeningen van Suriname, p.46 (50)",Suriname (Zuid-Amerika),
NG-501-93,"Kaart van het noordelijk deel van Zuid-Amerika$Tabula geographica Peruae Brasiliae & Amazonum Regionis / Carte de la Terre Ferme du Perou, du Bresil et du Pays des Amazones",Zuid-Amerika$Peru$Brazilië$Venezuela$Colombia$Suriname (Zuid-Amerika)$Guyana$Panama$Ecuador$Bolivia$Paraguay,
NG-501-94,"Kaart van Suriname$Nieuwe Kaart van Suriname vertonende de stromen en land-streken van Suriname, Comowini, Cottica en Marawini ...",Suriname (Zuid-Amerika),
NG-539,Kaart van Suriname$Generale Caart van de Provintie Suriname Rivieren & Districten met alle d Ontdekkingen van van Militaire Togten mitsgaders de groote der gemeetene Plantagien gecarteerd op de naauwkeurigste waarneemingen,Suriname (Zuid-Amerika),
NG-707-10,"Jan Nepveu, Gouverneur Generaal, van Suriname",Suriname (Zuid-Amerika),
NG-888-13,Koloniale Guides van Suriname$Militaire costumen van het Koninkryk der Nederlanden : opgedragen aan zyne excellentie Willem van Bylandt,Suriname (Zuid-Amerika),
BK-1994-90,Kelkglas met gezichten op twee plantages in Suriname: 's Gravenhage en Alida,Suriname (Zuid-Amerika),
NG-1035-A,"Stoomschip ""Nederland""- naar Suriname.",Nederland$Indië,
NG-1064,Gezigten uit Neerland's West-Indien,Suriname (Zuid-Amerika)$Nederlandse Antillen,
RP-P-OB-57.019,Wapenschild van de Sociëteit van Suriname,,
SK-A-4900,Portret van Johannes Wesenhagen (1743-1803),Paramaribo (stad),
NG-1994-53-A,Kop en schotel met antislavernij-afbeelding,Suriname (Zuid-Amerika),
NG-1994-53-B,Kop en schotel met antislavernij-afbeelding,Suriname (Zuid-Amerika),
NG-1994-63,Surinaamse Wilhelminadoek,Suriname (Zuid-Amerika),
NG-1994-65-1,"Fotoalbum van Suriname 1903 - 1910. 'Souvenir de Voyage', deel 1.",Suriname (Zuid-Amerika)$Paramaribo (stad)$Plantage Ma Retraite,
NG-1994-65-2,"Fotoalbum van Suriname 1903 - 1910. 'Souvenir de Voyage', deel 2",Suriname (Zuid-Amerika)$Paramaribo (stad)$Plantage Ma Retraite,
NG-1994-65-3,"Fotoalbum van Suriname 1903 - 1910. 'Souvenir de Voyage', deel 3",Suriname (Zuid-Amerika)$Paramaribo (stad)$Plantage Ma Retraite,
NG-1994-65-4,"Fotoalbum van Suriname 1903 - 1910. 'Souvenir de Voyage', deel 4",Suriname (Zuid-Amerika)$Paramaribo (stad)$Plantage Ma Retraite,
NG-1994-65-5,"Fotoalbum van Suriname 1903 - 1910. 'Souvenir de Voyage', deel 5",Suriname (Zuid-Amerika)$Paramaribo (stad)$Plantage Ma Retraite,
RP-P-1957-798,Wapenschild van de Sociëteit van Suriname,,
RP-P-1957-791,Wapenschild van de Sociëteit van Suriname,Suriname (Zuid-Amerika),
NG-1983-1,Diorama van plantage Zeezigt in Suriname,Suriname (Zuid-Amerika),
NG-1975-36,Eerste Rapport der Staatscommissie (...) tot het voorstellen van maatregelen ten aanzien van de slaven in de Nederlandsche koloniën; Suriname,Suriname (Zuid-Amerika),
NG-1977-6-4,Het kinderhuis te Saron,Suriname (Zuid-Amerika),
NG-1979-47,"Boek met de titel: 'De commandant van de negerjagers : historisch verhaal van de krijgstochten tegen de boschnegers in Suriname, 1772-1778'$De commandant van de negerjagers : historisch verhaal van de krijgstochten tegen de boschnegers in Suriname, 1772-1778",Suriname (Zuid-Amerika),
NG-1980-2-A,Gezicht op de stad Paramaribo en het Fort Zeelandia,Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo)$Waterkant,
NG-1980-2-B,Gezicht op de stad Paramaribo,Suriname (Zuid-Amerika)$Paramaribo (stad)$Waterkant,
RP-P-OB-65.248,Wapenschild van Stephanus Laurentius Neale,,
NG-1979-565-28,Creools-Surinaamse familie in het Park$Andere culturen in Nederland,Rotterdam$Suriname (Zuid-Amerika),
NG-1979-565-29,Verbroederingsfeest$Andere culturen in Nederland,Jaarbeurs$Suriname (Zuid-Amerika),
NG-1979-565-30,Miss Black verkiezing 1978$Andere culturen in Nederland,Amsterdam,
NG-1979-565-31,10-jarig bestaan van stichting BEST$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-565-32,Boottocht met muziek van Happy Boys$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-565-33,Feestavond$Andere culturen in Nederland,Vlissingen$Suriname (Zuid-Amerika),
NG-1979-565-36,Het einde van de Ramadan$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-565-37,Het einde van de Ramadan$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-565-38,Surinaamse moslims bij het einde van de Ramadan$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-565-39,Het einde van de Ramadan$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-565-40,Het einde van de Ramadan$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-565-41,Inwijding nieuwe flat$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-565-42,Het einde van de Ramadan$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-565-43,Het einde van de Ramadan$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-566-4,Wassing overleden Surinaamse Javaanse$Andere culturen in Nederland,Sint-Michielsgestel$Suriname (Zuid-Amerika),
NG-1979-566-5,Aankleden Surinaamse Javaanse overledene$Andere culturen in Nederland,Sint-Michielsgestel$Suriname (Zuid-Amerika),
NG-1979-566-6,Gebedsdienst voor overledene$Andere culturen in Nederland,Sint-Michielsgestel$Suriname (Zuid-Amerika),
NG-1979-566-7,Begrafenis van Surinaamse Javaanse$Andere culturen in Nederland,Sint-Michielsgestel$Suriname (Zuid-Amerika),
NG-1979-566-8,Begrafenis van Surinaamse Javaanse$Andere culturen in Nederland,Sint-Michielsgestel$Suriname (Zuid-Amerika),
NG-1979-566-9,Begrafenis van Surinaamse Javaanse$Andere culturen in Nederland,Sint-Michielsgestel$Suriname (Zuid-Amerika),
NG-1979-566-10,Huize Beekvliet$Andere culturen in Nederland,Sint-Michielsgestel$Suriname (Zuid-Amerika),
NG-1979-566-11,Huize Beekvliet$Andere culturen in Nederland,Sint-Michielsgestel$Suriname (Zuid-Amerika),
NG-1979-566-14,"Eind van de Ramadan, Idul Fi'tre feest$Andere culturen in Nederland",Amsterdam$Suriname (Zuid-Amerika),
NG-1979-566-15,Holifeest: Nieuwjaarsfeest van Hindoes$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-566-16,Holifeest: Nieuwjaarsfeest van Hindoes$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-566-17,Holifeest: Nieuwjaarsfeest van Hindoes$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-566-18,Geboortefeest van Mohammed$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-566-19,Geboortefeest van Mohammed$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
NG-1979-566-20,Hindostaans huwelijk: de dag van de Bhatwan$Andere culturen in Nederland,Den Haag$Suriname (Zuid-Amerika),
NG-1979-566-21,Offeraarde voor Hindostaans huwelijk$Andere culturen in Nederland,Den Haag$Suriname (Zuid-Amerika),
NG-1979-566-22,Aankomst Hindostaanse bruidegom$Andere culturen in Nederland,Rijswijk (Zuid-Holland)$Suriname (Zuid-Amerika),
NG-1979-566-23,Hindostaans huwelijk: de dag van de Bhatwan$Andere culturen in Nederland,Den Haag$Suriname (Zuid-Amerika),
NG-1979-566-24,Hindostaans huwelijk$Andere culturen in Nederland,Rijswijk (Zuid-Holland)$Suriname (Zuid-Amerika),
NG-1979-566-25,Hindostaans huwelijk$Andere culturen in Nederland,Rijswijk (Zuid-Holland)$Suriname (Zuid-Amerika),
NG-1979-566-26,Hindostaans huwelijk$Andere culturen in Nederland,Den Haag$Suriname (Zuid-Amerika),
NG-1979-566-27,Hindostaans huwelijk: de Matkorwa$Andere culturen in Nederland,Den Haag$Suriname (Zuid-Amerika),
NG-1979-566-28,"Brasa, Surinaams verbroederingsfeest$Andere culturen in Nederland",Utrecht (stad)$Suriname (Zuid-Amerika),
NG-1979-566-29,Surinaamse markt op dag der Vrijheden$Andere culturen in Nederland,Den Haag$Suriname (Zuid-Amerika),
NG-1979-566-30,"Brasa, dag van de omhelzing$Andere culturen in Nederland",Jaarbeurs$Suriname (Zuid-Amerika),
NG-1979-566-31,Surinaamse markt op Dag der Vrijheden$Andere culturen in Nederland,Grote Markt (Den Haag)$Suriname (Zuid-Amerika),
NG-1979-566-32,Optreden folkloristische groep op Dag der Vrijheden$Andere culturen in Nederland,Amsterdam$Suriname (Zuid-Amerika),
RP-P-OB-67.703,"Gezicht op uitgebrande huizen in Paramaribo, 1821$Ruïne van Paramaribo, in Suriname, na den noodlottigen Brand, van den 21 Januarij 1821",Paramaribo (stad),
RP-P-1896-A-19368-3085,Paskaart van verschillende Surinaamse rivieren$Pas-kaart vande rivieren Commewini Suriname en Cupanama,,
RP-P-1896-A-19368-3086,Paskaart van een deel van de kust van Suriname en Guyana$Pas kaart Vande Kust van Guiana,,
NG-1981-8-24,Vormingsweekend van de SBSV$Vrouwen in beweging,Bergen (Noord-Holland)$Suriname (Zuid-Amerika),
NG-1981-8-25,Deelneemster met kleinkind tijdens een Vormingsweekend$Vrouwen in beweging,Bergen (Noord-Holland)$Suriname (Zuid-Amerika),
NG-1981-8-28,"Norma met het blad ""Ashanti"" tijdens een vormingsweekend van de SBSV (Stichting Behartiging-Belangen Surinaamse Vrouwen)",Bergen (Noord-Holland)$Suriname (Zuid-Amerika),
NG-C-1998-7-1,"Diorama van een du, dansfeest op de plantage$Diorama van een slavendans$Diorama van een bosnegerdorp",Suriname (Zuid-Amerika),
NG-C-1998-7-4,Waardigheidsstaf voor een dorpshoofd uit Suriname$Waardigheidsstaf voor het hoofd van een Marron- of indianendorp$Waardigheidsstaf voor het hoofd van een bosneger- of indianendorp,Suriname (Zuid-Amerika),
NG-1999-6-10,Portret van Faried Akmahr$Document Nederland: Kinderen van Zeven,Amsterdam$Suriname (Zuid-Amerika),
NG-1999-6-38,Faried Akmahr met zijn broer$Document Nederland: Kinderen van Zeven,Amsterdam$Suriname (Zuid-Amerika),
NG-2000-21,Borstbeeld van H.A.E. Arron,Suriname (Zuid-Amerika),
NG-2000-62,Bankbiljet van tien gulden,Suriname (Zuid-Amerika),
NG-1994-32-13,Cottomissie in Gala,Suriname (Zuid-Amerika),
NG-1985-69,Verraden en verkwanseld,Nederland$Suriname (Zuid-Amerika),
NG-2002-54,Model nationaal slavernijmonument,Suriname (Zuid-Amerika),
NG-2000-65-14,"Portret van R.M.F. Goelmohammed, engineer.  Geboren te Suriname, 1962$Hollandse koppen$Document Nederland: Buren",Nederland$Suriname (Zuid-Amerika),
NG-2000-65-31,"Portret van Glenn Ulrich Pont, audiotechnicus - geboren te Paramaribo$Hollandse koppen$Document Nederland: Buren",Nederland$Suriname (Zuid-Amerika),
NG-2000-65-54,"Portret van E.A. Faithfull, barkeeper - geboren te Suriname$Hollandse koppen$Document Nederland: Buren",Nederland$Suriname (Zuid-Amerika),
NG-2000-65-88,"Portret van L.M. Carbin, ICT-specialiste - geboren te Suriname$Hollandse koppen$Document Nederland: Buren",Nederland$Suriname (Zuid-Amerika),
NG-1992-19-43,President Venetiaan op bezoek$In dienst van het koninkrijk,Paleis Noordeinde$Suriname (Zuid-Amerika),
NG-1992-19-44,De Surinaamse president$In dienst van het koninkrijk,Paleis Noordeinde$Suriname (Zuid-Amerika),
RP-P-1907-3971,"Surinaams dorp op de Wereldtentoonstelling in Amsterdam, 1883$Surinaamsche negorij$Herinnering aan Amsterdam in 1883",Amsterdam$Museumplein$Suriname (Zuid-Amerika),
RP-P-1911-323,"Kaart van Indonesië, met inzet van de kust van Zuid-Amerika, de Nederlandse Antillen en de kust van Guinée$Nederlandsche overzeesche bezittingen",Indonesië$Guinée$Suriname (Zuid-Amerika)$Nederlandse Antillen,
RP-P-1911-330,Gezicht op gebouwen van de Evangelische Broedergemeente in Paramaribo$Zendingsgebouwen der Broedergemeente te Paramaribo,Paramaribo (stad),
RP-P-1924-434,Plantage Libanon in Suriname$Gezigt op de plantaadje Libanon (No. 280) aan de rivier Cottica in de Kolonie Surinamen,Suriname (Zuid-Amerika),
RP-P-1935-1481,"Kaart van Indonesië, met inzet van de kust van Zuid-Amerika, de Nederlandse Antillen en de kust van Guinée$Nederlandsche overzeesche bezittingen",Indonesië$Guinée$Suriname (Zuid-Amerika)$Nederlandse Antillen,
RP-P-1944-256,Gezicht op Paramaribo,,
RP-P-1974-94,Woningen van tot slaaf gemaakten op een Surinaamse plantage$Slavenkamp$Suriname. Een plantaadge slavenkamp$West-Indië$Gezigten uit Neerland's West-Indien,Suriname (Zuid-Amerika),
RP-P-1974-95,Arowakkenkamp in Suriname$Kamp van Arowakken$Suriname. Een Arowakka indianenkamp$West-Indië$Gezigten uit Neerland's West-Indien,Suriname (Zuid-Amerika),
RP-P-1974-96,Jodensavanne$Joden Savannah. Gezigt op de sijnagoge en kerkhof van de zijde van het militair Cordonpad gezien$West-Indië$Gezigten uit Neerland's West-Indien,Suriname (Zuid-Amerika)$Jodensavanne,
RP-P-1974-97,Waterkant en rede te Paramaribo$Post Gelderland en Joden Savannah [rivierzijde]$West-Indië$Gezigten uit Neerland's West-Indien,Suriname (Zuid-Amerika)$Surinamerivier$Jodensavanne,
RP-P-1974-98,Waterkant en rede te Paramaribo$Suriname. Gezigt op de Waterkant en reede van Paramaribo$West-Indië$Gezigten uit Neerland's West-Indien,Suriname (Zuid-Amerika)$Surinamerivier$Waterkant$Paramaribo (stad),
RP-P-1974-99,Waterkant met gouverneurshuis te Paramaribo$Suriname. Gouvernements-huis en plein te Paramaribo$West-Indië$Gezigten uit Neerland's West-Indien,Suriname (Zuid-Amerika)$Gouvernementspaleis$Gouvernementsplein$Waterkant,
RP-P-1974-100,Fort Zeelandia te Paramaribo$Suriname. Gezigt op het Fort Zelandia te Paramaribo$West-Indië$Gezigten uit Neerland's West-Indien,Suriname (Zuid-Amerika)$Fort Zeelandia (Paramaribo),
RP-P-1974-101,Plantages Jagtlust en Suzanna's Daal$Suriname. Plantaadges Jagtlust en Suzanna's Daal$West-Indië$Gezigten uit Neerland's West-Indien,Suriname (Zuid-Amerika)$Surinamerivier$Plantage Suzanna's Daal$Plantage Jagtlust,
RP-P-1974-102,"Titelpagina voor: Gerard Voorduin, Gezigten uit Neerland's West-Indien, 1860-1862$Gezigten uit Neerland's West-Indien",Suriname (Zuid-Amerika)$Nederlandse Antillen,
RP-F-F01355,"Prinses Beatrix tijdens een bezoek aan Suriname, uitgedost als Hindostaanse$Bezoek van Prinses Beatrix aan Suriname",Suriname (Zuid-Amerika),
RP-F-F01348,Het oudste lid der Caraiben biedt koningin Juliana bloemen aan tijdens een bezoek aan Suriname$Koningin Juliana en prins Bernhard tijdens een bezoek aan Suriname$Koninklijk bezoek aan Suriname. Het oudste lid der Caraiben indianen biedt Hare Majesteit bloemen aan,Suriname (Zuid-Amerika),
NG-2005-3-22,Desi Bouterse,Den Haag$Suriname (Zuid-Amerika),
NG-2005-19,Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Nederland,
NG-2005-19-1,Dansende Surinaamse meisjes tijdens Keti-Koti$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Amsterdam,
NG-2005-19-2,Surinaamse vrouwen in traditionele dracht tijdens Keti-Koti$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Amsterdam,
NG-2005-19-3,Surinaamse zanger Geraldi tijdens het Keti-Koti feest$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Amsterdam,
NG-2005-19-4,Optreden van Kid Dynamite tijdens Keti-Koti$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Amsterdam,
NG-2005-19-5,Dansende Surinaamse matroos tijdens het Keti-Koti feest$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Amsterdam,
NG-2005-19-6,Dansend paar tijdens Keti-Koti$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Amsterdam,
NG-2005-19-7,Surinaamse matrozen tijdens het Keti-Koti feest$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Amsterdam,
NG-2005-19-8,Minister Jonkman spreekt op de Ronde Tafel Conferentie tussen Nederland en de West$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Vergaderzaal Eerste Kamer$Nederland$Suriname (Zuid-Amerika),
NG-2005-19-9,Minister President Beel opent de Ronde Tafel Conferentie tussen Nederland en de West$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Vergaderzaal Eerste Kamer$Nederland$Suriname (Zuid-Amerika),
NG-2005-19-10,Een van de deelnemers aan de Ronde Tafel Conferentie: de heer A. Karamat Ali$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Nederland$Suriname (Zuid-Amerika),
NG-2005-19-11,Een van de deelnemers aan de RTC: C.A. Eman$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Nederland$Suriname (Zuid-Amerika),
NG-2005-19-12,Een van de deelnemers aan de RTC: J.A.E. Buiskool$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Nederland$Suriname (Zuid-Amerika),
NG-2005-19-13,Een van de deelnemers aan de RTC: R.H. Pos$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Nederland$Suriname (Zuid-Amerika),
NG-2005-19-14,Een van de deelnemers aan de RTC: Salikin M. Hardjo$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Nederland$Suriname (Zuid-Amerika),
NG-2005-19-15,Twee van de deelnemers aan de RTC: Percy Wijngaarde en P.G.A. Findlay$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Nederland$Suriname (Zuid-Amerika),
NG-2005-19-16,Een van de deelnemers aan de RTC: de heer J.P. Kaulesar Sukul$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Nederland$Suriname (Zuid-Amerika),
NG-2005-19-17,Een van de deelnemers aan de RTC: de heer F.H.R. Lim A Po$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Nederland$Suriname (Zuid-Amerika),
NG-2005-19-18,Een van de deelnemers aan de RTC: de heer J.A. de Miranda$Surinamers in Nederland: 29 foto's uit het archief van Ons Vrije Nederland,Den Haag$Nederland$Suriname (Zuid-Amerika),
