recordnummer;objectnummer;titel;beschrijving;vervaardiger;datering.datum.start;datering.datum.eind;objectnaam;materiaal;classificatiecode;inhoud.classificatie.code;geografisch_trefwoord;inhoud.hoofdmotief.algemeen;inhoud.hoofdmotief.specifiek;inhoud.onderwerp;inhoud.persoon.naam;PID_data.URI;PID_werk.URI
241177;RP-F-1994-12-3;Groepsportret van zes Surinaamse vrouwen en een kind, op de Koloniale Tentoonstelling, Amsterdam 1883$Groepsportret van Surinamers ('Surinaamsche Creolen')$Verschillende typen van Surinaamsche Creolen;Groepsportret van Surinaamse vrouwen en een kind op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883. Te zien zijn Jacqueline Ricket, Lina Ricket, Antoinette (Koosje), Elisabeth Oldenberg, Amalia Fri-Mason, Wilhelmina van Eede en Gerardina.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";46B181$32B3211$61BB113;Amsterdam;personen van Afrikaanse oorsprong$Surinamers;"";Wereldtentoonstelling 1883 (Amsterdam);Ricket, Jacqueline$Ricket, Lina$Antoinette (Koosje)$Oldenberg, Elisabeth$Fri-Mason, Amalia$Gerardina$Eede, Wilhelmina van;https://data.rijksmuseum.nl/200313757;https://id.rijksmuseum.nl/200313757
241178;RP-F-1994-12-4;Groepsportret van Surinamers tentoongesteld op de Koloniale tentoonstelling, Amsterdam 1883$Les Habitants de Suriname dans leur rotonde, à Amsterdam;Een groep Surinamers bij een nagebouwde woning op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883. Ze worden bekeken door Nederlandse bezoekers die achter een balustrade staan.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";61B113$46B181$32B344;Amsterdam;cultuurgeschiedenis$tentoonstelling$kolonie$Surinamers$oorspronkelijke bewoners van Suriname;"";Wereldtentoonstelling 1883 (Amsterdam);"";https://data.rijksmuseum.nl/200313758;https://id.rijksmuseum.nl/200313758
241183;RP-F-1994-12-5;Groepsportret van de familie Ka-Ja-Roe op de Koloniale Tentoonstelling, Amsterdam 1883$Famille Ka-Ja-Roe devant sa hutte;Groepsportret van de familie Ka-ja-Roe, Caraïben uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";46B181$32B344$61B2;Amsterdam;cultuurgeschiedenis$tentoonstelling$kolonie$oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);"";https://data.rijksmuseum.nl/20010048;https://id.rijksmuseum.nl/20010048
241186;RP-F-1994-12-6;Portret van Jean Baptiste Ka-Ja-Roe;Portret van Jean Baptiste Ka-Ja-Roe, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D14$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Ka-Ja-Roe, Jean Baptiste;https://data.rijksmuseum.nl/20010047;https://id.rijksmuseum.nl/20010047
241188;RP-F-1994-12-7;Portret van Jean Baptiste Ka-Ja-Roe;Portret van Jean Baptiste Ka-Ja-Roe, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D14$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Ka-Ja-Roe, Jean Baptiste;https://data.rijksmuseum.nl/20010049;https://id.rijksmuseum.nl/20010049
241189;RP-F-1994-12-8;Portret van Aliha-Kama;Portret van Aliha-Kama, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D15$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Aliha-Kama;https://data.rijksmuseum.nl/20010050;https://id.rijksmuseum.nl/20010050
241191;RP-F-1994-12-9;Portret van Aliha-Kama;Portret van Aliha-Kama, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D15$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Aliha-Kama;https://data.rijksmuseum.nl/20010051;https://id.rijksmuseum.nl/20010051
241193;RP-F-1994-12-10;Portret van Awarahena;Portret van Awarahena, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D112$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Awarahena;https://data.rijksmuseum.nl/20010052;https://id.rijksmuseum.nl/20010052
241195;RP-F-1994-12-11;Portret van Awarahena;Portret van Awarahena, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D112$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Awarahena;https://data.rijksmuseum.nl/20010053;https://id.rijksmuseum.nl/20010053
241200;RP-F-1994-12-12;Portret van Pierre Miharoe;Portret van Pierre Miharoe, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D14$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Miharoe, Pierre;https://data.rijksmuseum.nl/20010054;https://id.rijksmuseum.nl/20010054
241201;RP-F-1994-12-13;Portret van Pierre Miharoe;Portret van Pierre Miharoe, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D14$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Miharoe, Pierre;https://data.rijksmuseum.nl/20010055;https://id.rijksmuseum.nl/20010055
241204;RP-F-1994-12-14;Portret van Kolleté;Portret van Kolleté, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D112$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Kolleté;https://data.rijksmuseum.nl/20010056;https://id.rijksmuseum.nl/20010056
241205;RP-F-1994-12-15;Portret van Kolleté;Portret van Kolleté, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D112$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Kolleté;https://data.rijksmuseum.nl/20010057;https://id.rijksmuseum.nl/20010057
241207;RP-F-1994-12-16;Portret van Johan Ali-Wa-Ja;Portret van Johan Ali-Wa-Ja, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D12$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Ali-Wa-Ja, Johan;https://data.rijksmuseum.nl/20010058;https://id.rijksmuseum.nl/20010058
241208;RP-F-1994-12-17;Portret van Johan Ali-Wa-Ja;Portret van Johan Ali-Wa-Ja., een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D12$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Ali-Wa-Ja, Johan;https://data.rijksmuseum.nl/20010059;https://id.rijksmuseum.nl/20010059
241209;RP-F-1994-12-18;Portret van Majoera-Ka-Ma;Portret van Majoera-Ka-Ma, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D14$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Majoera-Ka-Ma;https://data.rijksmuseum.nl/20010060;https://id.rijksmuseum.nl/20010060
241210;RP-F-1994-12-19;Portret van Majoera-Ka-Ma;Portret van Majoera-Ka-Ma, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D14$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Majoera-Ka-Ma;https://data.rijksmuseum.nl/20010061;https://id.rijksmuseum.nl/20010061
241213;RP-F-1994-12-20;Portret van Maja-Roekama;Portret van Maja-Roekama, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D15$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Maja-Roekama;https://data.rijksmuseum.nl/20010062;https://id.rijksmuseum.nl/20010062
241216;RP-F-1994-12-21;Portret van Maja-Roekama;Portret van Maja-Roekama, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D15$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Maja-Roekama;https://data.rijksmuseum.nl/20010070;https://id.rijksmuseum.nl/20010070
241217;RP-F-1994-12-22;Portret van Hendrik Jawarina;Portret van Hendrik Jawarina, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D11221$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Jawarina, Hendrik;https://data.rijksmuseum.nl/20010063;https://id.rijksmuseum.nl/20010063
241218;RP-F-1994-12-23;Portret van Hendrik Jawarina;Portret van Hendrik Jawarina, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D11221$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Jawarina, Hendrik;https://data.rijksmuseum.nl/20010071;https://id.rijksmuseum.nl/20010071
241219;RP-F-1994-12-24;Portret van Johan Koemayara;Portret van Johan Koemayara, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D11221$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Koemayara, Johan;https://data.rijksmuseum.nl/20010064;https://id.rijksmuseum.nl/20010064
241220;RP-F-1994-12-25;Portret van Johan Koemayara;Portret van Johan Koemayara, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D11221$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Koemayara, Johan;https://data.rijksmuseum.nl/20010065;https://id.rijksmuseum.nl/20010065
241221;RP-F-1994-12-26;Portret van Marioetari;Portret van Marioetari, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D1121$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Marioetari;https://data.rijksmuseum.nl/20010066;https://id.rijksmuseum.nl/20010066
241222;RP-F-1994-12-27;Portret van Marioetari;Portret van Marioetari, een Caraïb uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D1121$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Caraïben (volk);"";Wereldtentoonstelling 1883 (Amsterdam);Marioetari;https://data.rijksmuseum.nl/20010067;https://id.rijksmuseum.nl/20010067
241224;RP-F-1994-12-28;Portret van Elisabeth Moendi;Portret van Elisabeth Moendi, een Hindostaanse uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D15$61B2;Amsterdam;Surinamers;"";Wereldtentoonstelling 1883 (Amsterdam);Moendi, Elisabeth;https://data.rijksmuseum.nl/200313773;https://id.rijksmuseum.nl/200313773
241226;RP-F-1994-12-29;Portret van Elisabeth Moendi;Portret van Elisabeth Moendi, een Hindostaanse uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D15$61B2;Amsterdam;Surinamers;"";Wereldtentoonstelling 1883 (Amsterdam);Moendi, Elisabeth;https://data.rijksmuseum.nl/200313774;https://id.rijksmuseum.nl/200313774
241228;RP-F-1994-12-31;Portret van Johan Hi-A-Lé;Portret van Johan Hi-A-Lé, een Arowak uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D14$32B344$61B2;Amsterdam;oorspronkelijke bewoners van Suriname$Arowakken;"";Wereldtentoonstelling 1883 (Amsterdam);Hi-A-Lé, Johan;https://data.rijksmuseum.nl/200313775;https://id.rijksmuseum.nl/200313775
241229;RP-F-1994-12-32;Portret van Johan Hi-A-Lé;Portret van Johan Hi-A-Lé, een Arowak uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";31D14$32B344$61B2;Amsterdam;Arowakken$oorspronkelijke bewoners van Suriname;"";Wereldtentoonstelling 1883 (Amsterdam);Hi-A-Lé, Johan;https://data.rijksmuseum.nl/200313776;https://id.rijksmuseum.nl/200313776
241231;RP-F-1994-12-33;Interieur van een Caraïebse woning op de Koloniale Tentoonstelling, Amsterdam 1883$Interieur van een hut op de Koloniale tentoonstelling, Amsterdam 1883$Vue intérieure de la hutte Kalina;Interieur van een Caraïebse woning uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";41A18$46B181;Amsterdam;cultuurgeschiedenis$tentoonstelling$kolonie;"";Wereldtentoonstelling 1883 (Amsterdam);"";https://data.rijksmuseum.nl/200313777;https://id.rijksmuseum.nl/200313777
241232;RP-F-1994-12-34;Korjaal en Caraïebse woning op de Koloniale Tentoonstelling, Amsterdam 1883$Kano en hut op de Koloniale tentoonstelling, Amsterdam 1883$Canot et hutte Kalinas;Korjaal en Caraïebse woning uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";46C232$41A18;Amsterdam;cultuurgeschiedenis$tentoonstelling$kolonie;"";Wereldtentoonstelling 1883 (Amsterdam);"";https://data.rijksmuseum.nl/200313778;https://id.rijksmuseum.nl/200313778
241233;RP-F-1994-12-35;Johannes Kojo met trommels en korjalen op de Koloniale Tentoonstelling, Amsterdam 1883$Jongen (bosneger) met trommels en kano's op de Koloniale tentoonstelling, Amsterdam 1883$Tambours et canots des Nègres des Bois;Johannes Kojo, een Ndyuka Marronjongen met trommels en korjalen uit Suriname, gefotografeerd op de Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam 1883. Toeschouwers kijken van achter een hek toe.;Hisgen, Friedrich Carel$Roche$Bonaparte, Roland Napoleon;1883;1884;fotomechanische afdruk$bladzijde;papier;"";48C7341$43B8$46B181;Amsterdam;cultuurgeschiedenis$tentoonstelling$kolonie$Marrons;"";Wereldtentoonstelling 1883 (Amsterdam);Kojo, Johannes;https://data.rijksmuseum.nl/200313779;https://id.rijksmuseum.nl/200313779
